Titulo;Relator;Data de publicação;Data de julgamento;Órgão julgador;Ementa
HC 103684;AYRES BRITTO;13/04/2011;21/10/2010;Tribunal Pleno;EMENTA: HABEAS CORPUS. CRIME MILITAR. CONSCRITO OU RECRUTA DO EXÉRCITO BRASILEIRO. POSSE DE ÍNFIMA QUANTIDADE DE SUBSTÂNCIA ENTORPECENTE EM RECINTO SOB ADMINISTRAÇÃO CASTRENSE. INAPLICABILIDADE DO POSTULADO DA INSIGNIFICÂNCIA PENAL. INCIDÊNCIA DA LEI CIVIL Nº 11.343/2006. IMPOSSIBILIDADE. RESOLUÇÃO DO CASO PELO CRITÉRIO DA ESPECIALIDADE DA LEGISLAÇÃO PENAL CASTRENSE. ORDEM DENEGADA. 1. A questão da posse de entorpecente por militar em recinto castrense não é de quantidade, nem mesmo do tipo de droga que se conseguiu apreender. O problema é de qualidade da relação jurídica entre o particularizado portador da substância entorpecente e a instituição castrense de que ele fazia parte, no instante em que flagrado com a posse da droga em pleno recinto sob administração militar. 2. A tipologia de relação jurídica em ambiente castrense é incompatível com a figura da insignificância penal, pois, independentemente da quantidade ou mesmo da espécie de entorpecente sob a posse do agente, o certo é que não cabe distinguir entre adequação apenas formal e adequação real da conduta ao tipo penal incriminador. É de se pré-excluir, portanto, a conduta do paciente das coordenadas mentais que subjazem à própria tese da insignificância penal. Pré-exclusão que se impõe pela elementar consideração de que o uso de drogas e o dever militar são como água e óleo: não se misturam. Por discreto que seja o concreto efeito psicofísico da droga nessa ou naquela relação tipicamente militar, a disposição pessoal em si para manter o vício implica inafastável pecha de reprovabilidade cívico-funcional. Senão por afetar temerariamente a saúde do próprio usuário, mas pelo seu efeito danoso no moral da corporação e no próprio conceito social das Forças Armadas, que são instituições voltadas, entre outros explícitos fins, para a garantia da ordem democrática. Ordem democrática que é o princípio dos princípios da nossa Constituição Federal, na medida em que normada como a própria razão de ser da nossa República Federativa, nela embutido o esquema da Tripartição dos Poderes e o modelo das Forças Armadas que se estruturam no âmbito da União. Saltando à evidência que as Forças Armadas brasileiras jamais poderão garantir a nossa ordem constitucional democrática (sempre por iniciativa de qualquer dos Poderes da República), se elas próprias não velarem pela sua peculiar ordem hierárquico-disciplinar interna. 3. A hierarquia e a disciplina militares não operam como simples ou meros predicados institucionais das Forças Armadas brasileiras, mas, isto sim, como elementos conceituais e vigas basilares de todas elas. Dados da própria compostura jurídica de cada uma e de todas em seu conjunto, de modo a legitimar o juízo técnico de que, se a hierarquia implica superposição de autoridades (as mais graduadas a comandar, e as menos graduadas a obedecer), a disciplina importa a permanente disposição de espírito para a prevalência das leis e regulamentos que presidem por modo singular a estruturação e o funcionamento das instituições castrenses. Tudo a encadeadamente desaguar na concepção e prática de uma vida corporativa de pinacular compromisso com a ordem e suas naturais projeções factuais: a regularidade, a normalidade, a estabilidade, a fixidez, a colocação das coisas em seus devidos lugares, enfim. 4. Esse maior apego a fórmulas disciplinares de conduta não significa perda do senso crítico quanto aos reclamos elementarmente humanos de se incorporarem ao dia-a-dia das Forças Armadas incessantes ganhos de modernidade tecnológica e arejamento mental-democrático. Sabido que vida castrense não é lavagem cerebral ou mecanicismo comportamental, até porque – diz a Constituição – “às Forças Armadas compete, na forma da lei, atribuir serviço alternativo aos que, em tempo de paz, após alistados, alegarem imperativo de consciência, entendendo-se como tal o decorrente de crença religiosa e de convicção filosófica ou política para se eximirem de atividades de caráter essencialmente militar” (§ 1º do art. 143). 5. O modelo constitucional das Forças Armadas brasileiras abona a idéia-força de que entrar e permanecer nos misteres da caserna pressupõe uma clara consciência profissional e cívica: a consciência de que a disciplina mais rígida e os precisos escalões hierárquicos hão de ser observados como carta de princípios e atestado de vocação para melhor servir ao País pela via das suas Forças Armadas. Donde a compatibilidade do maior rigor penal castrense com o modo peculiar pelo qual a Constituição Federal dispõe sobre as Forças Armadas brasileiras. Modo especialmente constitutivo de um regime jurídico timbrado pelos encarecidos princípios da hierarquia e da disciplina, sem os quais não se pode falar das instituições militares como a própria fisionomia ou a face mais visível da idéia de ordem. O modelo acabado do que se poderia chamar de “relações de intrínseca subordinação”. 6. No caso, o art. 290 do Código Penal Militar é o regramento específico do tema para os militares. Pelo que o princípio da especialidade normativo-penal impede a incidência do art. 28 da Lei de Drogas (artigo que, de logo, comina ao delito de uso de entorpecentes penas restritivas de direitos). Princípio segundo o qual somente a inexistência de um regramento específico em sentido contrário ao normatizado na Lei 11.343/2006 é que possibilitaria a aplicação da legislação comum. Donde a impossibilidade de se mesclar esse regime penal comum e o regime penal especificamente castrense, mediante a seleção das partes mais benéficas de cada um deles, pena de incidência em postura hermenêutica tipificadora de hibridismo ou promiscuidade regratória incompatível com o princípio da especialidade das leis. 7. Ordem denegada.
HC 103829;CELSO DE MELLO;26/06/2013;15/09/2010;Tribunal Pleno;E M E N T A: “HABEAS CORPUS” - CRIME ELEITORAL - PRESCRIÇÃO PENAL - APLICAÇÃO SUBSIDIÁRIA DO CÓDIGO PENAL (ART. 12) - CÓDIGO ELEITORAL (ART. 287) - PUNIBILIDADE DECLARADA EXTINTA - PEDIDO DEFERIDO.            REGIME JURÍDICO DA PRESCRIÇÃO PENAL NOS CRIMES ELEITORAIS.            - O regime jurídico da prescrição penal, em tema de delitos eleitorais, submete-se aos princípios e às normas gerais constantes do Código Penal (CP, art. 12). Sendo omisso o Código Eleitoral (CE, art. 287), a disciplina jurídica concernente tanto à prescrição da pretensão punitiva quanto à prescrição da pretensão executória do Estado, encontra na legislação penal comum o seu específico estatuto de regência. Doutrina. Precedente.
HC 97256;AYRES BRITTO;16/12/2010;01/09/2010;Tribunal Pleno;"EMENTA: HABEAS CORPUS. TRÁFICO DE DROGAS. ART. 44 DA LEI 11.343/2006: IMPOSSIBILIDADE DE CONVERSÃO DA PENA PRIVATIVA DE LIBERDADE EM PENA RESTRITIVA DE DIREITOS. DECLARAÇÃO INCIDENTAL DE INCONSTITUCIONALIDADE. OFENSA À GARANTIA CONSTITUCIONAL DA INDIVIDUALIZAÇÃO DA PENA (INCISO XLVI DO ART. 5º DA CF/88). ORDEM PARCIALMENTE CONCEDIDA. 1. O processo de individualização da pena é um caminhar no rumo da personalização da resposta punitiva do Estado, desenvolvendo-se em três momentos individuados e complementares: o legislativo, o judicial e o executivo. Logo, a lei comum não tem a força de subtrair do juiz sentenciante o poder-dever de impor ao delinqüente a sanção criminal que a ele, juiz, afigurar-se como expressão de um concreto balanceamento ou de uma empírica ponderação de circunstâncias objetivas com protagonizações subjetivas do fato-tipo. Implicando essa ponderação em concreto a opção jurídico-positiva pela prevalência do razoável sobre o racional; ditada pelo permanente esforço do julgador para conciliar segurança jurídica e justiça material. 2. No momento sentencial da dosimetria da pena, o juiz sentenciante se movimenta com ineliminável discricionariedade entre aplicar a pena de privação ou de restrição da liberdade do condenado e uma outra que já não tenha por objeto esse bem jurídico maior da liberdade física do sentenciado. Pelo que é vedado subtrair da instância julgadora a possibilidade de se movimentar com certa discricionariedade nos quadrantes da alternatividade sancionatória. 3. As penas restritivas de direitos são, em essência, uma alternativa aos efeitos certamente traumáticos, estigmatizantes e onerosos do cárcere. Não é à toa que todas elas são comumente chamadas de penas alternativas, pois essa é mesmo a sua natureza: constituir-se num substitutivo ao encarceramento e suas seqüelas. E o fato é que a pena privativa de liberdade corporal não é a única a cumprir a função retributivo-ressocializadora ou restritivo-preventiva da sanção penal. As demais penas também são vocacionadas para esse geminado papel da retribuição-prevenção-ressocialização, e ninguém melhor do que o juiz natural da causa para saber, no caso concreto, qual o tipo alternativo de reprimenda é suficiente para castigar e, ao mesmo tempo, recuperar socialmente o apenado, prevenindo comportamentos do gênero. 4. No plano dos tratados e convenções internacionais, aprovados e promulgados pelo Estado brasileiro, é conferido tratamento diferenciado ao tráfico ilícito de entorpecentes que se caracterize pelo seu menor potencial ofensivo. Tratamento diferenciado, esse, para possibilitar alternativas ao encarceramento. É o caso da Convenção Contra o Tráfico Ilícito de Entorpecentes e de Substâncias Psicotrópicas, incorporada ao direito interno pelo Decreto 154, de 26 de junho de 1991. Norma supralegal de hierarquia intermediária, portanto, que autoriza cada Estado soberano a adotar norma comum interna que viabilize a aplicação da pena substitutiva (a restritiva de direitos) no aludido crime de tráfico ilícito de entorpecentes. 5. Ordem parcialmente concedida tão-somente para remover o óbice da parte final do art. 44 da Lei 11.343/2006, assim como da expressão análoga “vedada a conversão em penas restritivas de direitos”, constante do § 4º do art. 33 do mesmo diploma legal. Declaração incidental de inconstitucionalidade, com efeito ex nunc, da proibição de substituição da pena privativa de liberdade pela pena restritiva de direitos; determinando-se ao Juízo da execução penal que faça a avaliação das condições objetivas e subjetivas da convolação em causa, na concreta situação do paciente."
HC 97102;JOAQUIM BARBOSA;22/10/2010;25/08/2010;Tribunal Pleno;"EMENTA: HABEAS CORPUS. NECESSIDADE DE DILAÇÃO PROBATÓRIA. NÃO    CONHECIMENTO.Nos termos das alíneas a e b do inciso II do art. 75    da Lei 6.815/1980, para que o paciente não seja expulso, é    necessário que ele tenha (1) ""cônjuge brasileiro do qual não esteja    divorciado ou separado, de fato ou de direito, e desde que o    casamento tenha sido celebrado há mais de 5 (cinco) anos"" ou (2)    ""filho brasileiro que, comprovadamente, esteja sob sua guarda e dele    dependa economicamente"".No caso, conquanto existam elementos de    que o paciente casou-se com brasileira, não há, por outro lado,    evidências de que ele não se divorciou, nem se separou, de fato ou    judicialmente, ou, ainda, de que algum dos seus filhos brasileiros    atualmente esteja sob sua guarda ou dele dependa economicamente,    conforme exige o art. 75, II, a e b, e § 2º, do art. 75 do Estatuto    do Estrangeiro.Como o impetrante não se desincumbiu do ônus de    demonstrar os fatos constitutivos do direito invocado em favor do    paciente, o exame do mérito da demanda reclama a produção de provas    no curso do processo, o que é inviável no âmbito da via processual    eleita.Não obstante, após o voto do relator, foi apontado, em    voto-vista, o falecimento do paciente e a consequente    prejudicialidade do feito.Habeas corpus prejudicado."
HC 97095;GILMAR MENDES;08/10/2010;19/08/2010;Tribunal Pleno;Habeas corpus. 2. Decreto de expulsão de estrangeiro do território    nacional. Alegação de nulidade. 3. Ausência de juntada de documentos   aptos ao conhecimento do pedido. 4. Ordem não conhecida.
HC 88247 AgR-AgR-EDv-AgR;ELLEN GRACIE;22/10/2010;19/08/2010;Tribunal Pleno;"HABEAS CORPUS. AGRAVO REGIMENTAL EM EMBARGOS DE DIVERGÊNCIA.    NÃO-CABIMENTO. AUSÊNCIA DE IMPUGNAÇÃO DOS FUNDAMENTOS DA DECISÃO    AGRAVADA. SÚMULA 606/STF. RECURSO IMPROVIDO.1.	A jurisprudência    deste Supremo Tribunal Federal assentou que não são cabíveis    embargos de divergência em sede de habeas corpus. Por isso, não    conheci do recurso que ora é agravado. 2. 	As razões deste agravo    regimental não infirmam a fundamentação da decisão de    não-conhecimento, mas reprisam os argumentos já desenvolvidos nas    razões dos embargos de divergência.3.	De toda sorte, o habeas    corpus originário investia contra decisão colegiada de Turma do STF,    que, por força da aplicação da Súmula 606 é incabível.4.	Agravo    regimental improvido."
HC 101875 ED;CELSO DE MELLO;10/09/2010;23/06/2010;Tribunal Pleno;"E M E N T A: ""HABEAS CORPUS"" - EMBARGOS DE DECLARAÇÃO RECEBIDOS    COMO RECURSO DE AGRAVO - DECISÃO DO RELATOR PROFERIDA COM APOIO EM    JURISPRUDÊNCIA CONSOLIDADA DO SUPREMO TRIBUNAL FEDERAL QUANTO À    MATÉRIA VERSADA NA IMPETRAÇÃO - POSSIBILIDADE, EM TAL HIPÓTESE, DE O    RELATOR DA CAUSA DECIDIR, MONOCRATICAMENTE, A CONTROVÉRSIA JURÍDICA    - COMPETÊNCIA MONOCRÁTICA QUE O SUPREMO TRIBUNAL FEDERAL DELEGOU,    VALIDAMENTE, EM SEDE REGIMENTAL (RISTF, ART. 192, ""CAPUT"", NA    REDAÇÃO DADA PELA ER Nº 30/2009) - INOCORRÊNCIA DE TRANSGRESSÃO AO    PRINCÍPIO DA COLEGIALIDADE - ILIQUIDEZ QUANTO AOS FATOS ALEGADOS NA    IMPETRAÇÃO - SITUAÇÃO QUE TORNA INVIÁVEL A UTILIZAÇÃO DA VIA    SUMARÍSSIMA DO ""HABEAS CORPUS"" - RECURSO DE AGRAVO IMPROVIDO."
HC 102422;DIAS TOFFOLI;14/09/2011;10/06/2010;Tribunal Pleno;EMENTA                             Habeas Corpus. Ação Penal (trancamento). Justa causa (ausência). Posse ilegal de arma de fogo de uso restrito (“caneta-revólver”). Atipicidade.               1. É possível a concessão de habeas corpus para a extinção de ação penal sempre que se constatar ou imputação de fato atípico, ou inexistência de qualquer elemento que demonstre a autoria do delito, ou extinção da punibilidade.               2. Na espécie, não há justa causa para a ação penal com base no art. 16 da Lei nº 10.826/03 (Estatuto do Desarmamento). A apreensão de “caneta-revólver” na residência do investigado, cujas características são de todo assemelhadas à arma registrada em seu nome perante o órgão competente, com mera divergência quanto à origem de sua fabricação, não é suficiente para caracterizar o crime de posse ilegal de arma de fogo de uso restrito, máxime não tendo sido localizado outro equipamento similar de origem diversa.              3. Nas palavras de Reale Júnior, tipicidade é a “congruência entre a ação concreta e o paradigma legal ou a configuração típica do injusto”. Não preenchidos esses requisitos, inexiste justa causa para a instauração da persecução penal pelo Parquet.              4. Habeas corpus concedido.
HC 102085;CÁRMEN LÚCIA;27/08/2010;10/06/2010;Tribunal Pleno;"EMENTA: HABEAS CORPUS. CONSTITUCIONAL. PROCESSO PENAL. ESTELIONATO.    ALEGAÇÃO DE ILEGITIMIDADE DA ASSISTENTE DE ACUSAÇÃO PARA RECORRER DA    SENTENÇA PENAL ABSOLUTÓRIA. IMPROCEDÊNCIA. AUSÊNCIA DE RECURSO DO    MINISTÉRIO PÚBLICO. IRRELEVÂNCIA DO PARECER MINISTERIAL DE PRIMEIRA    INSTÂNCIA PELO NÃO CONHECIMENTO DO RECURSO.1. A assistente de    acusação tem legitimidade para recorrer da decisão que absolve o réu    nos casos em que o Ministério Público não interpõe recurso.2.    Aplicação da Súmula 210 do Supremo Tribunal Federal: ""O assistente    do Ministério Público pode recorrer, inclusive extraordinariamente,    na ação penal, nos casos dos arts. 584, § 1º, e 598 do Código de    Processo Penal"".3. A manifestação do promotor de justiça, em    alegações finais, pela absolvição da Paciente e, em seu parecer,    pelo não conhecimento do recurso não altera nem anula o direito da    assistente de acusação recorrer da sentença absolutória.4. Ordem    denegada."
HC 102164;CÁRMEN LÚCIA;24/05/2011;27/05/2010;Tribunal Pleno;EMENTA: HABEAS CORPUS. CONSTITUCIONAL. PROCESSO PENAL. TRÁFICO INTERNACIONAL DE ENTORPECENTES E ASSOCIAÇÃO PARA O TRÁFICO. ALEGAÇÃO DE AUSÊNCIA DE FUNDAMENTAÇÃO IDÔNEA DA DECISÃO QUE DECRETOU A PRISÃO PREVENTIVA. IMPROCEDÊNCIA. PARTICIPAÇÃO EM ORGANIZAÇÃO CRIMINOSA E POSSIBILIDADE DE REITERAÇÃO DELITUOSA. GARANTIA DA ORDEM PÚBLICA. RISCO DE FUGA DO PACIENTE. APLICAÇÃO DA LEI PENAL. ORDEM DENEGADA 1. Decreto de prisão preventiva devidamente fundamentado na garantia da ordem pública, considerada a participação do Paciente em organização criminosa, notadamente o exercício de chefia, e a possibilidade objetiva de reiteração delituosa, que não é desmentida pelos elementos constantes dos autos. 2. Existência, ademais, de outro fundamento idôneo e suficiente para a manutenção da prisão preventiva, consistente na aplicação da lei penal, evidenciada pelo risco de fuga do distrito da culpa. 3. Ordem denegada.
HC 98416;MARCO AURÉLIO;25/06/2010;06/05/2010;Tribunal Pleno;EMENTAHabeas corpus. Extradição. Aplicação da Súmula nº 692    desta Suprema Corte. Habeas corpus não conhecido.1. Não se conhece    de pedido de habeas corpus que, tendente a cassar prisão preventiva    em extradição, se fundamenta em alegações e teses não submetidas    antes ao relator do mesmo processo.2.  Writ não conhecido.
